;FAIXA ETÁRIA;SEXO;COR/RAÇA;SITUAÇÃO DE CONCLUSÃO;TIPO DE ESCOLA;LOCALIZAÇÃO DA ESCOLA;mun;NO_MUNICIPIO_PROVA;IDIOMA;STATUS DA REDAÇÃO;RENDA;INTERNET;NOTA_CN;NOTA_MT;NOTA_CH;NOTA_LC;NOTA_COMP1;NOTA_COMP2;NOTA_COMP3;NOTA_COMP4;NOTA_COMP5;NOTA_REDACAO;NOTAS;PRESENCA
769;18 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Público;Urbana;2606002;Garanhuns;Inglês;Sem problemas;6.0;Sim;404.3;517.8;416.8;475.3;100.0;120.0;100.0;100.0;80.0;500.0;462.84;4
770;Entre 26 e 30 anos;M;Preta;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Inglês;Sem problemas;0.5;Sim;463.9;482.2;500.3;477.6;100.0;160.0;80.0;80.0;80.0;500.0;484.8;4
771;18 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Público;Urbana;2603454;Camaragibe;Espanhol;Sem problemas;0.5;Sim;560.9;613.1;614.8;547.7;100.0;140.0;140.0;120.0;180.0;680.0;603.3;4
772;17 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2600708;Aliança;Espanhol;Sem problemas;0.5;Sim;513.5;501.0;387.0;368.2;140.0;180.0;160.0;180.0;160.0;820.0;517.9399999999999;4
773;17 anos;M;Branca;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2602100;Bom Conselho;Espanhol;Sem problemas;0.5;Sim;469.5;458.2;429.9;436.7;120.0;120.0;80.0;120.0;120.0;560.0;470.86;4
774;18 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2608909;Limoeiro;Espanhol;Sem problemas;0.5;Sim;419.1;400.8;456.8;486.1;80.0;120.0;120.0;120.0;100.0;540.0;460.56000000000006;4
775;18 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2611002;Petrolândia;Inglês;Sem problemas;1.0;Sim;391.1;404.4;426.8;347.4;120.0;120.0;100.0;100.0;120.0;560.0;425.94000000000005;4
776;18 anos;F;Preta;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2601102;Araripina;Espanhol;Sem problemas;0.0;Sim;451.8;444.6;336.8;345.0;100.0;120.0;100.0;100.0;20.0;440.0;403.64;4
777;Entre 26 e 30 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Inglês;Sem problemas;0.0;Sim;583.0;628.5;656.0;483.5;160.0;180.0;120.0;120.0;140.0;720.0;614.2;4
778;18 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2616407;Vitória de Santo Antão;Inglês;Em Branco;0.5;Sim;467.4;431.1;480.2;446.3;0.0;0.0;0.0;0.0;0.0;0.0;365.0;4
779;20 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2602100;Bom Conselho;Espanhol;Sem problemas;0.5;Sim;372.6;424.7;529.1;492.4;100.0;120.0;120.0;120.0;120.0;580.0;479.76000000000005;4
780;Entre 56 e 60 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2611101;Petrolina;Espanhol;Sem problemas;0.5;Sim;488.1;409.5;492.6;364.1;80.0;120.0;120.0;100.0;0.0;420.0;434.86;4
781;17 anos;M;Branca;Estou cursando e concluirei o EM em 2021;Público;Urbana;2610004;Palmares;Inglês;Sem problemas;3.0;Sim;412.3;503.3;457.0;451.1;120.0;120.0;80.0;100.0;80.0;500.0;464.73999999999995;4
782;20 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Espanhol;Sem problemas;0.5;Sim;440.2;478.7;483.3;537.9;120.0;200.0;140.0;120.0;120.0;700.0;528.0200000000001;4
783;20 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2605103;Custódia;Espanhol;Sem problemas;0.5;Não;471.0;514.0;496.6;462.9;140.0;180.0;140.0;140.0;140.0;740.0;536.9;4
784;19 anos;F;Preta;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Inglês;Sem problemas;0.5;Sim;470.4;398.2;585.4;547.2;140.0;160.0;140.0;120.0;200.0;760.0;552.24;4
785;18 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2610707;Paulista;Inglês;Sem problemas;0.5;Sim;431.84699039137416;496.6302863938659;396.8;514.7;140.0;120.0;120.0;120.0;120.0;620.0;306.3;2
786;18 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Público;Urbana;2602209;Bom Jardim;Inglês;Sem problemas;0.0;Sim;410.6;443.6;524.1;343.0;80.0;120.0;80.0;80.0;0.0;360.0;416.26000000000005;4
787;20 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Inglês;Sem problemas;0.5;Não;597.0;493.5;648.6;620.6;120.0;120.0;80.0;160.0;80.0;560.0;583.9399999999999;4
788;17 anos;F;Preta;Estou cursando e concluirei o EM em 2021;Público;Urbana;2610707;Paulista;Inglês;Sem problemas;1.0;Sim;499.4;398.2;441.3;554.4;120.0;140.0;120.0;120.0;20.0;520.0;482.66;4
789;Entre 26 e 30 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2607901;Jaboatão dos Guararapes;Inglês;Sem problemas;2.5;Sim;494.4;427.1;594.5;584.0;120.0;200.0;120.0;120.0;120.0;680.0;556.0;4
790;18 anos;M;Indígena;Já concluí o EM;Não respondeu;Não Consta;2609303;Mirandiba;Espanhol;Sem problemas;2.5;Sim;592.1;657.5;747.1;678.4;140.0;120.0;160.0;120.0;160.0;700.0;675.02;4
791;20 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2607901;Jaboatão dos Guararapes;Inglês;Sem problemas;1.5;Sim;417.7;477.9;388.0;450.8;120.0;120.0;120.0;120.0;0.0;480.0;442.88;4
792;19 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Inglês;Sem problemas;0.5;Sim;408.4;439.1;433.6;446.2;120.0;120.0;120.0;120.0;120.0;600.0;465.46000000000004;4
793;18 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2611002;Petrolândia;Espanhol;Sem problemas;0.5;Sim;392.7;431.7;565.3;525.3;120.0;120.0;120.0;120.0;120.0;600.0;503.0;4
794;21 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2613909;Serra Talhada;Espanhol;Sem problemas;0.5;Não;389.0;424.7;402.0;402.9;80.0;120.0;80.0;60.0;100.0;440.0;411.7200000000001;4
795;17 anos;M;Branca;Estou cursando e concluirei o EM em 2021;Público;Urbana;2609402;Moreno;Espanhol;Sem problemas;3.0;Sim;533.8;535.4;426.0;560.7;140.0;180.0;140.0;140.0;200.0;800.0;571.1800000000001;4
796;20 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2611101;Petrolina;Espanhol;Sem problemas;0.5;Sim;482.8029061043987;514.9816490167101;463.5;479.2;120.0;120.0;120.0;120.0;160.0;640.0;316.54;2
797;22 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2600203;Afrânio;Espanhol;Sem problemas;1.5;Sim;400.8;449.0;404.0;378.6;80.0;200.0;140.0;140.0;120.0;680.0;462.48;4
798;20 anos;F;Amarela;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Espanhol;Sem problemas;0.5;Não;409.7425653372389;463.9744913917784;361.9;464.0;140.0;120.0;140.0;120.0;140.0;660.0;297.18;2
799;Entre 51 e 55 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2601201;Arcoverde;Espanhol;Sem problemas;2.0;Sim;410.8;690.1;359.7;321.5;160.0;200.0;160.0;160.0;180.0;860.0;528.42;4
800;Menor de 17 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2611606;Recife;Espanhol;Sem problemas;0.0;Sim;399.6;417.4;446.6;401.9;100.0;80.0;100.0;140.0;120.0;540.0;441.1;4
801;17 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2611606;Recife;Espanhol;Não Consta;0.5;Sim;419.7;475.3;475.1865731660523;456.3029498934646;130.6600287411206;155.0880421269573;122.79606928291304;125.74807887396108;142.95200258590026;677.2442216108523;179.0;2
802;Entre 46 e 50 anos;F;Preta;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Inglês;Sem problemas;2.0;Sim;445.9;430.7;578.5;435.2;80.0;160.0;120.0;120.0;60.0;540.0;486.06000000000006;4
803;19 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2609600;Olinda;Espanhol;Sem problemas;0.0;Sim;489.9;464.3;512.9;553.0;100.0;120.0;120.0;100.0;140.0;580.0;520.02;4
804;18 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2601102;Araripina;Inglês;Sem problemas;0.5;Sim;380.0;406.3;440.6;388.6;140.0;40.0;40.0;160.0;40.0;420.0;407.1;4
805;Entre 31 e 35 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2615300;Timbaúba;Espanhol;Sem problemas;1.0;Sim;450.3;414.0;413.3;340.4;100.0;120.0;80.0;80.0;40.0;420.0;407.6;4
806;18 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2611606;Recife;Inglês;Sem problemas;1.0;Sim;420.7;666.8;558.2;477.5;120.0;120.0;120.0;120.0;180.0;660.0;556.64;4
807;Entre 46 e 50 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2604106;Caruaru;Espanhol;Sem problemas;1.5;Sim;430.2;476.7;430.7;467.8;120.0;120.0;120.0;120.0;180.0;660.0;493.08000000000004;4
808;20 anos;F;Não declarado;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Inglês;Sem problemas;0.5;Sim;531.7;633.4;667.4;580.1;140.0;200.0;160.0;180.0;200.0;880.0;658.52;4
809;19 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2613701;São Lourenço da Mata;Espanhol;Sem problemas;1.0;Sim;490.4;617.8;557.8;547.4;160.0;200.0;180.0;160.0;140.0;840.0;610.6800000000001;4
810;18 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2604106;Caruaru;Inglês;Sem problemas;0.5;Sim;366.0;540.8;390.5;462.3;100.0;120.0;80.0;80.0;0.0;380.0;427.91999999999996;4
811;17 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Privada;Urbana;2611606;Recife;Inglês;Sem problemas;3.0;Sim;581.5;583.5;599.4;534.4;180.0;180.0;160.0;160.0;160.0;840.0;627.76;4
812;18 anos;F;Preta;Estou cursando e concluirei o EM em 2021;Público;Urbana;2613701;São Lourenço da Mata;Inglês;Sem problemas;0.0;Sim;489.5;499.1;471.3;529.7;160.0;200.0;160.0;200.0;180.0;900.0;577.92;4
813;17 anos;M;Branca;Estou cursando e concluirei o EM em 2021;Público;Urbana;2609600;Olinda;Espanhol;Sem problemas;0.5;Sim;391.1;464.9;545.7;481.0;140.0;180.0;120.0;160.0;180.0;780.0;532.5400000000001;4
814;18 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2601201;Arcoverde;Espanhol;Sem problemas;1.0;Sim;424.7;483.8;543.3;542.0;120.0;120.0;120.0;120.0;100.0;580.0;514.76;4
815;19 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Espanhol;Sem problemas;0.5;Sim;485.6;428.3;593.2;517.0;140.0;200.0;120.0;140.0;200.0;800.0;564.82;4
816;18 anos;M;Amarela;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2615706;Triunfo;Inglês;Sem problemas;0.5;Sim;433.7;459.6;513.5;476.3;140.0;200.0;160.0;180.0;160.0;840.0;544.62;4
817;18 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Público;Rural;2616407;Vitória de Santo Antão;Espanhol;Sem problemas;0.5;Sim;575.8;534.8;558.5;528.6;100.0;120.0;80.0;100.0;60.0;460.0;531.54;4
818;25 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2608800;Lajedo;Inglês;Sem problemas;0.5;Sim;448.5;515.9;424.7;401.4;100.0;200.0;140.0;140.0;200.0;780.0;514.1;4
819;18 anos;F;Não declarado;Estou cursando e concluirei o EM em 2021;Privada;Urbana;2611606;Recife;Espanhol;Sem problemas;10.0;Sim;422.1;444.2;578.4;488.9;160.0;180.0;160.0;200.0;200.0;900.0;566.72;4
820;18 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2600500;Águas Belas;Espanhol;Sem problemas;0.0;Sim;362.4;433.0;423.1;423.9;80.0;120.0;80.0;80.0;0.0;360.0;400.48;4
821;18 anos;M;Branca;Já concluí o EM;Não respondeu;Não Consta;2607901;Jaboatão dos Guararapes;Inglês;Sem problemas;0.5;Sim;585.2;755.7;636.9;677.0;140.0;180.0;160.0;160.0;160.0;800.0;690.96;4
822;18 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Público;Urbana;2614501;Surubim;Inglês;Sem problemas;0.5;Sim;439.8;497.0;509.2;485.8;140.0;200.0;180.0;200.0;200.0;920.0;570.36;4
823;17 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Público;Urbana;2601201;Arcoverde;Espanhol;Sem problemas;0.5;Sim;521.5;576.9;595.1;620.4;140.0;200.0;120.0;120.0;80.0;660.0;594.78;4
824;17 anos;M;Preta;Estou cursando e concluirei o EM em 2021;Privada;Não Consta;2602902;Cabo de Santo Agostinho;Espanhol;Sem problemas;0.5;Sim;455.5;623.1;516.3;547.6;100.0;140.0;100.0;120.0;140.0;600.0;548.5;4
825;20 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2604007;Carpina;Inglês;Sem problemas;0.5;Sim;606.2;682.7;667.3;624.7;160.0;200.0;180.0;200.0;200.0;940.0;704.1800000000001;4
826;19 anos;F;Preta;Já concluí o EM;Não respondeu;Não Consta;2609600;Olinda;Espanhol;Sem problemas;0.0;Não;484.2;378.2;578.7;559.8;80.0;180.0;100.0;100.0;100.0;560.0;512.1800000000001;4
827;Entre 26 e 30 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Espanhol;Sem problemas;0.5;Sim;467.9;389.5;516.5;409.8;120.0;120.0;120.0;120.0;100.0;580.0;472.73999999999995;4
828;18 anos;F;Indígena;Já concluí o EM;Não respondeu;Não Consta;2603926;Carnaubeira da Penha;Inglês;Sem problemas;2.0;Sim;520.4;451.3;522.9;605.7;140.0;200.0;160.0;160.0;200.0;860.0;592.0600000000001;4
829;Menor de 17 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Público;Urbana;2612208;Salgueiro;Espanhol;Sem problemas;2.5;Sim;382.6;558.0;390.1;441.8;100.0;100.0;80.0;100.0;60.0;440.0;442.5;4
830;17 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Público;Urbana;2614600;Tabira;Inglês;Sem problemas;4.0;Sim;525.7;616.9;609.2;545.6;160.0;200.0;160.0;200.0;180.0;900.0;639.48;4
831;19 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Inglês;Sem problemas;2.5;Sim;559.7;639.5;632.2;522.5;140.0;200.0;120.0;160.0;160.0;780.0;626.78;4
832;17 anos;M;Preta;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Inglês;Sem problemas;2.0;Sim;452.7;428.7;486.0;506.0;80.0;120.0;120.0;80.0;120.0;520.0;478.68;4
833;18 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Privada;Urbana;2611606;Recife;Espanhol;Sem problemas;10.0;Sim;575.7;647.5;657.4;512.5;140.0;200.0;140.0;160.0;200.0;840.0;646.62;4
834;19 anos;F;Preta;Já concluí o EM;Não respondeu;Não Consta;2607901;Jaboatão dos Guararapes;Espanhol;Sem problemas;1.0;Sim;440.5;555.8;549.2;464.7;100.0;120.0;120.0;120.0;160.0;620.0;526.04;4
835;18 anos;F;Preta;Já concluí o EM;Não respondeu;Não Consta;2611101;Petrolina;Inglês;Sem problemas;1.5;Sim;451.8167835657146;446.0702614807618;427.6;526.0;140.0;120.0;80.0;120.0;20.0;480.0;286.71999999999997;2
836;18 anos;F;Preta;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2611101;Petrolina;Inglês;Sem problemas;0.5;Sim;422.4;417.9;393.8;415.9;120.0;120.0;100.0;120.0;100.0;560.0;442.0;4
